Time,Approach,RPS,ActualRPS,SuccessRate(%),AppLatency(ms),QueueLatency(ms),p95(ms),p99(ms),RecordsModified,RecordsFailed,RecordsLate,RecordsInKafka,Lag,ConsumerE2ELatency(ms),ConsumerEnrichmentLatency(ms),DB_CPU,DB_IO,DB_WaitTasks,DB_ActiveLocks,App_CPU,App_Mem,Debezium_CPU,Debezium_Mem,Kafka_CPU,Kafka_Mem,FlawAlert
2026-07-08T13:14:38.0485713+05:30,4,160,0,100,0,0,0,0,0,0,0,2505,0,0,0,17,15.86,26,104,0%,0%,0.73%,15.06%,1.23%,66.76%,""
2026-07-08T13:14:41.1449057+05:30,4,310,0,0,0,0,0,0,0,0,13,4021,0,0,0,17,4.04,39,90,0%,0%,18.13%,15.06%,60.69%,67.00%,""
